,fight_id,round,SMA_blue,SSHL_blue,RVL_blue,SGA_blue,SML_blue,GRC_blue,TDL_blue,SSA_blue,FT_blue,SGBL_blue,SUL_blue,KDL_blue,SSBL_blue,SSBA_blue,SGBA_blue,TDA_blue,SGHL_blue,SSHA_blue,KOL_blue,ST_blue,SGHA_blue,SMA_red,SSHL_red,RVL_red,SGA_red,SML_red,GRC_red,TDL_red,SSA_red,FT_red,SGBL_red,SUL_red,KDL_red,SSBL_red,SSBA_red,SGBA_red,TDA_red,SGHL_red,SSHA_red,KOL_red,ST_red,SGHA_red,blue,red
10,9836,1,0,11,0,0,0,0,0,56,0,0,0,0,6,14,0,0,0,31,0,300,0,0,18,0,0,0,0,0,70,0,0,0,0,5,7,0,0,0,55,0,300,0,1936,2824
11,9836,2,0,15,0,0,0,0,0,65,0,0,0,0,7,10,0,0,0,48,0,278,0,0,29,0,0,0,0,0,78,0,0,0,0,3,4,0,0,0,69,0,278,0,1936,2824
12,9836,3,0,16,0,0,0,0,0,63,0,0,0,0,8,9,0,0,0,51,0,268,0,0,31,0,0,0,0,0,74,0,0,0,0,5,6,0,0,0,63,0,268,0,1936,2824
13,9836,4,0,13,0,0,0,0,0,63,0,0,0,0,16,20,0,1,0,41,0,274,0,0,37,0,0,0,0,0,70,0,0,0,0,3,3,0,0,0,63,0,274,0,1936,2824
14,9836,5,0,9,0,0,0,0,0,54,0,0,0,0,5,6,0,2,0,42,0,263,0,0,37,0,0,0,0,0,80,0,0,0,0,3,4,0,0,0,66,0,263,0,1936,2824
0,11169,1,0,10,0,0,0,0,0,39,0,0,0,0,5,10,0,0,0,18,0,300,0,0,4,0,0,0,0,0,26,0,0,0,0,2,4,0,0,0,15,0,300,0,1936,2896
1,11169,2,0,4,0,0,0,0,0,53,0,0,0,0,13,17,0,0,0,20,0,300,0,0,6,0,0,0,0,0,26,0,0,0,0,3,4,0,0,0,13,0,300,0,1936,2896
2,11169,3,0,6,0,0,0,0,0,53,0,0,0,0,13,18,0,0,0,24,0,300,0,0,5,0,0,0,0,0,38,0,0,0,0,9,14,0,0,0,18,0,300,0,1936,2896
3,11169,4,0,15,0,0,0,0,0,61,0,0,0,0,9,19,0,0,0,29,0,300,0,0,18,0,0,0,0,0,60,0,0,0,0,11,16,0,0,0,38,0,300,0,1936,2896
4,11169,5,0,27,0,0,0,0,0,103,0,0,0,1,22,27,0,0,0,58,1,299,0,0,11,0,0,0,0,0,49,0,0,0,0,1,4,0,0,0,37,0,299,0,1936,2896
0,8845,1,0,30,0,0,0,0,0,108,0,0,0,0,15,20,0,0,0,75,0,300,0,0,13,0,0,0,0,0,47,0,0,0,0,2,2,0,0,0,34,0,300,0,1936,2959
1,8845,2,0,53,0,0,0,0,0,164,0,0,0,0,25,25,0,0,0,127,0,300,0,0,14,0,0,0,0,0,48,0,0,0,0,4,5,0,1,0,41,0,300,0,1936,2959
2,8845,3,0,53,0,0,0,0,0,139,0,0,0,0,13,19,0,0,0,111,0,287,0,0,25,0,0,0,0,0,59,0,0,0,0,3,5,0,1,0,51,0,287,0,1936,2959
3,8845,4,0,89,0,0,0,0,0,191,0,0,0,0,45,48,0,1,0,135,0,286,0,0,27,0,0,0,0,0,71,0,0,0,0,5,6,0,0,0,63,0,286,0,1936,2959
4,8845,5,0,49,0,0,0,0,0,142,0,0,0,0,19,21,0,0,0,105,0,300,0,0,20,0,0,0,0,0,58,0,0,0,0,2,5,0,0,0,48,0,300,0,1936,2959
0,11564,1,0,17,0,0,0,0,0,75,0,0,2,0,7,12,0,0,0,56,0,259,0,0,13,0,0,0,36,2,47,0,0,0,0,3,3,0,2,0,38,0,259,0,1936,3605
1,11564,2,0,23,0,0,0,0,0,102,0,0,0,0,3,13,0,0,0,79,0,300,0,0,20,0,0,0,0,0,62,0,0,0,0,5,7,0,0,0,47,0,300,0,1936,3605
2,11564,3,0,7,0,0,0,0,0,27,0,0,0,0,3,5,0,0,0,16,0,90,0,0,12,0,4,0,4,0,31,0,0,0,1,3,4,0,0,4,25,1,90,4,1936,3605
0,7921,1,0,8,0,0,0,0,0,65,0,0,0,0,1,2,0,0,0,62,0,236,0,0,7,0,20,0,29,0,32,0,0,0,1,3,6,0,0,15,23,1,236,20,2213,2773
0,7103,1,0,5,0,8,0,21,0,23,0,2,0,1,3,4,2,0,3,17,0,278,6,0,8,0,0,0,0,0,33,0,0,1,0,3,7,0,0,0,25,0,278,0,2773,545
1,7103,2,0,1,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,7,0,86,0,0,5,0,8,0,9,0,16,9,0,0,1,1,1,0,0,5,13,1,86,8,2773,545
0,10260,1,0,4,0,9,0,87,0,17,87,1,0,0,1,1,1,0,6,16,0,213,8,0,10,0,7,0,0,0,46,87,0,0,0,7,9,0,0,4,32,0,213,7,2773,2362
1,10260,2,0,6,0,1,0,68,1,25,68,0,0,0,2,5,0,4,1,19,0,191,1,1,18,0,4,1,0,0,50,68,0,1,0,11,13,0,0,4,33,0,191,4,2773,2362
0,9819,1,0,8,0,0,0,0,0,35,0,0,0,0,1,1,0,1,0,32,0,300,0,0,12,0,0,0,0,0,39,0,0,0,0,1,2,0,0,0,36,0,300,0,2773,2959
1,9819,2,0,19,0,0,0,0,0,73,0,0,0,0,6,9,0,0,0,63,0,300,0,0,20,0,0,0,0,0,78,0,0,0,0,2,2,0,0,0,76,0,300,0,2773,2959
2,9819,3,0,18,0,0,0,0,0,77,0,0,0,0,8,11,0,0,0,65,0,300,0,0,18,0,0,0,0,0,66,0,0,0,0,1,4,0,0,0,62,0,300,0,2773,2959
3,9819,4,0,13,0,0,0,0,0,80,0,0,0,0,5,9,0,2,0,68,0,300,0,0,35,0,0,0,0,0,106,0,0,0,0,6,8,0,0,0,98,0,300,0,2773,2959
4,9819,5,0,15,0,0,0,0,0,67,0,0,0,0,6,7,0,1,0,58,0,300,0,0,29,0,0,0,0,0,86,0,0,0,0,5,7,0,0,0,79,0,300,0,2773,2959
0,11080,1,0,1,0,0,0,0,0,10,0,0,0,1,1,5,0,0,0,4,1,117,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,117,0,2773,3130
0,10527,1,0,8,0,0,0,0,0,68,0,0,0,0,4,8,0,0,0,58,0,300,0,0,14,0,0,0,0,0,56,0,0,0,0,4,5,0,0,0,47,0,300,0,2773,3605
1,10527,2,0,8,0,0,0,0,0,68,4,0,0,0,6,15,0,0,0,47,0,296,0,0,20,0,7,0,4,0,68,4,0,0,0,0,0,0,0,5,59,0,296,7,2773,3605
2,10527,3,0,16,0,0,0,0,0,81,0,0,0,0,7,12,0,0,0,60,0,300,0,0,30,0,0,0,0,0,91,0,0,0,0,3,5,0,0,0,80,0,300,0,2773,3605
3,10527,4,0,6,0,0,0,0,0,52,58,0,1,0,6,12,0,0,0,39,0,242,0,0,24,0,43,0,58,0,57,58,2,0,1,0,3,3,0,26,50,0,242,40,2773,3605
4,10527,5,0,5,0,0,0,0,0,36,147,0,3,0,3,6,0,0,0,28,0,153,0,0,3,0,3,0,147,3,19,147,0,0,0,0,0,0,3,2,17,0,153,2,2773,3605
0,11881,1,0,7,0,0,0,0,0,23,0,0,0,0,1,2,0,0,0,20,0,300,0,0,16,0,0,0,0,0,46,0,0,0,0,2,2,0,1,0,33,0,300,0,2959,3442
1,11881,2,0,5,0,0,0,0,0,37,0,0,0,0,2,3,0,0,0,27,0,300,0,0,20,0,0,0,0,0,46,0,0,0,0,2,5,0,3,0,35,0,300,0,2959,3442
2,11881,3,0,15,0,0,0,0,0,74,0,0,0,0,2,6,0,0,0,63,0,300,0,0,17,0,0,0,0,0,41,0,0,0,0,1,2,0,4,0,36,0,300,0,2959,3442
0,5715,1,0,13,0,4,0,80,1,54,0,3,0,0,13,22,3,1,0,31,0,216,1,0,17,0,9,0,0,0,66,0,0,1,0,6,7,0,1,8,53,0,216,9,1657,1815
1,5715,2,0,6,0,1,0,37,1,26,16,0,0,0,3,5,0,2,1,20,0,123,1,1,10,0,7,1,16,0,34,16,0,1,0,4,4,0,1,7,26,0,123,7,1657,1815
0,7164,1,0,2,0,0,0,0,0,12,257,0,1,0,0,1,0,0,0,9,0,46,0,0,3,0,49,0,257,1,15,257,0,0,0,0,0,0,1,37,15,0,46,49,1657,2157
1,7164,2,0,3,0,2,0,0,0,13,233,0,1,0,2,3,0,1,2,10,0,68,2,0,6,0,31,0,233,1,15,233,1,0,0,1,1,1,2,26,14,0,68,30,1657,2157
2,7164,3,0,8,0,0,0,10,0,34,57,0,1,0,9,11,0,0,0,20,0,234,0,0,14,0,0,0,57,1,48,57,0,0,0,1,2,0,3,0,45,0,234,0,1657,2157
3,7164,4,0,3,0,0,0,0,0,15,268,0,1,0,2,2,0,0,0,13,0,32,0,0,6,0,39,0,268,1,17,268,0,0,0,0,0,0,1,32,17,0,32,39,1657,2157
4,7164,5,0,8,0,0,0,0,0,30,0,0,0,0,7,9,0,0,0,19,0,136,0,0,14,0,0,0,0,0,27,0,0,0,0,0,0,0,2,0,27,0,136,0,1657,2157
0,5455,1,0,6,0,0,0,0,0,45,0,0,0,0,9,11,0,0,0,26,0,300,0,0,6,0,0,0,0,0,50,0,0,0,0,2,5,0,0,0,37,0,300,0,1657,2316
1,5455,2,0,6,0,0,0,0,0,54,0,0,0,0,8,11,0,1,0,33,0,301,0,0,12,0,0,0,0,0,59,0,0,0,0,5,5,0,0,0,44,0,301,0,1657,2316
2,5455,3,0,7,0,0,0,0,0,36,0,0,0,0,5,7,0,0,0,19,0,300,0,0,4,0,0,0,0,0,41,0,0,0,0,2,5,0,1,0,33,0,300,0,1657,2316
3,8002,1,0,10,0,0,0,0,0,54,0,0,0,0,7,11,0,0,0,35,0,300,0,0,9,0,0,0,0,0,51,0,0,0,0,2,3,0,0,0,46,0,300,0,1657,2316
4,8002,2,0,6,0,5,0,89,1,29,0,1,0,0,5,6,1,1,4,17,0,212,4,0,9,0,6,0,0,0,40,0,0,1,0,4,4,0,2,4,33,0,212,6,1657,2316
5,8002,3,0,7,0,0,0,2,0,26,0,0,0,0,6,6,0,2,0,18,0,278,0,0,19,0,0,0,0,0,57,0,0,0,0,3,3,0,0,0,52,0,278,0,1657,2316
0,7703,1,0,6,0,0,0,0,0,32,2,0,0,0,3,5,0,0,0,21,0,147,0,0,13,0,0,0,2,0,35,2,0,0,1,2,2,0,0,0,28,1,147,0,1657,2896
0,9645,1,0,2,0,0,0,0,0,19,149,0,2,0,4,8,0,0,0,5,0,151,0,0,3,0,7,0,149,1,11,149,0,0,1,3,3,0,1,7,7,0,151,7,1657,3130
1,9645,2,0,0,0,0,0,0,0,4,273,0,2,0,1,1,0,0,0,1,0,27,0,0,0,0,7,0,273,2,2,273,0,0,0,0,1,0,2,6,1,0,27,6,1657,3130
2,9645,3,0,0,0,1,0,2,0,13,239,0,1,0,1,3,0,0,1,10,0,59,1,0,1,0,15,0,239,1,5,239,0,0,0,1,1,0,1,11,4,0,59,15,1657,3130
0,9756,1,0,10,0,8,0,0,0,42,0,0,1,0,2,6,1,0,3,31,0,151,7,0,5,0,15,0,149,1,37,0,0,0,0,6,8,0,1,9,23,0,151,15,1815,1442
1,9756,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,17,0,1815,1442
0,6848,1,0,4,0,4,0,2,0,19,138,0,1,0,2,3,0,0,3,12,0,161,4,0,9,0,26,0,137,1,32,138,5,0,0,0,1,5,1,13,31,0,161,21,1815,2157
1,6848,2,0,21,0,0,0,0,0,54,0,0,0,0,3,8,0,0,0,42,0,299,0,0,15,0,0,0,0,0,49,0,0,0,0,7,9,0,2,0,40,0,299,0,1815,2157
2,6848,3,2,2,0,13,1,0,0,13,147,0,2,0,1,2,0,0,10,10,0,91,13,0,3,0,2,0,147,2,10,147,1,0,0,1,2,1,3,1,8,0,91,1,1815,2157
0,8254,1,0,13,0,0,0,0,0,54,0,0,0,0,10,11,0,0,0,36,0,299,0,0,15,0,0,0,0,0,37,0,0,0,0,4,5,0,0,0,25,0,299,0,1815,2896
1,8254,2,0,17,0,0,0,0,0,64,0,0,0,0,3,4,0,0,0,47,0,300,0,0,24,0,0,0,0,0,50,0,0,0,0,4,4,0,0,0,37,0,300,0,1815,2896
2,8254,3,0,13,0,0,0,0,0,69,0,0,0,0,5,6,0,0,0,57,0,300,0,0,14,0,0,0,0,0,35,0,0,0,0,3,3,0,0,0,29,0,300,0,1815,2896
3,8254,4,0,17,0,0,0,0,0,73,0,0,0,0,13,16,0,0,0,50,0,300,0,0,18,0,0,0,0,0,36,0,0,0,0,1,1,0,0,0,28,0,300,0,1815,2896
4,8254,5,0,4,0,0,0,0,0,36,0,0,0,0,5,6,0,0,0,22,0,220,0,0,29,0,0,0,0,0,39,0,0,0,0,1,1,0,0,0,34,1,220,0,1815,2896
0,7440,1,1,19,0,47,0,160,2,33,160,1,0,0,4,4,1,5,37,26,0,132,46,0,4,0,0,0,8,0,11,160,0,2,0,1,1,0,0,0,10,0,132,0,1137,374
1,7440,2,0,9,0,4,0,2,0,17,2,0,0,1,0,0,0,0,2,17,1,72,4,0,7,0,0,0,0,0,16,2,0,0,0,1,1,0,0,0,15,0,72,0,1137,374
